Poste Description,Niveau Étude
" - Réduction du lead time - Optimisation du taux de disponibilité des équipements - Mise en place d'une logistique en flux tirés - Mise en place du kanban - Réduction des stocks - Réimplantation et optimisation des zones de travail (magasin, réception, expédition et BDC) - Optimisation et amélioration des emballages tout en assurant une conformité de livraison clients - Définir avec les méthodes process et la production les organisations logistique des lignes de production et BDC : Conception emballage des produits intermédiaires, stockage et modes de gestion des flux internes - Rédaction des CDC et des appels d'offres en coordination avec les achats HP pour des moyens logistique optimaux et performants - Pilotage des projets d'implantation et d'optimisation des flux logistique internes (Collecte data, collecte besoin, traitement des données et mise en place des solutions)",Bac+5
" Responsabilités et tâches : • Transmettre l’image de marque de l’entreprise • Servir d'interface entre les clients et les équipes internes (production, planification) • Gérer les ventes dès réception des commandes jusqu'à la livraison des produits • Définir les procédures administratives de traitement des commandes • Coordonner et administrer l'expédition des commandes et veiller à la communication, auprès du client, du traitement de sa commande. • Coordonner les activités du service • Traiter et résoudre les litiges liés à un retard de livraison, un produit défectueux, des quantités non respectées par exemple • Développer les ventes et le portefeuille des clients • Promouvoir les produits de l’entreprise • Conseiller et faire des recommandations aux clients • Assurer le suivi commercial et administratif",Bac+2
" Dans le cadre de notre expansion, nous sommes à la recherche de plusieurs managers pour nos magasins (sur l'axe Casa - Rabat) qui pourront : - Assurer les aspects humains, opérationnels, financiers du magasin - Garantir la satisfaction client - Être garant de la croissance du chiffre d'affaires - S'assurer de la réalisation des objectifs relatifs au CA, Marge et Rentabilité - Veiller à? l’application des règles et à la bonne tenue du point de vente",Bac+3
 Vos missions seront les suivantes : 1. S’assurer de la mise en place opérationnelle des décisions prises en Comités Opérationnel 2. Assister l’équipe commerciale dans l’identification et la qualification de cibles potentielles 3. Effectuer toute recherche à la demande : benchmark à la demande 4. Assurer le drafting des correspondances et des speechs 5. Assister la Direction des Opérations dans toutes autres tâches transverses nécessaires à son activité,Bac+5
" Reporting to the Financing & Capex Director, the Financing & Capex Manager is the guarantor of the capex process from a financial & investment point of view. Main responsibilities : • Provide support to project owners in: (i) building and/or challenging their financial business plans, and (ii) ,preparing relevant materials for the investment committee. • Manage preparation of materials and presentations to financial investors. • Manage lenders’ due diligence process (commercial, financial, market, legal, integrity, and other). • Manage structuring and negotiation efforts with lenders (Term Sheet, loan agreement, deed of guarantee, security documentation, etc.) under relevant jurisdictions. • Manage disbursement process including full satisfaction of conditions precedent including any security perfection. • Closely monitor the lenders’ exposures post-closing (regular meetings with operational teams, and preparation of regular monitoring reports).",Bac+5
" Rattaché à la Direction Générale, votre mission est de promouvoir l’image de la société et de commercialiser les différents produits de REVÊTOU depuis notre showroom. Vos principales missions seront les suivantes : recevoir et emettre les communications téléphoniques réception et distribution du courrier auprès de tous les services suivi et gestion des Rendez-vous gestion de l'economat et des fournitures de bureau réception des commandes clients classement des documents et tous les travaux de secretariat",Bac+2
" Rattaché au Responsable Achats et Logistique, vos principales missions seront les suivantes : Gérer les achats internationaux, y compris la recherche de fournisseurs, la négociation des conditions d'achat et le suivi des commandes. Coordonner les activités liées à l'importation des marchandises, y compris les formalités douanières, le suivi des expéditions et la gestion des délais. Assurer la communication et la coordination avec les fournisseurs internationaux pour garantir une livraison en temps voulu. Maintenir un suivi précis des stocks et des inventaires pour éviter les ruptures de stock et optimiser la gestion des approvisionnements. Collaborer avec les différents départements internes, tels que le commercial, la comptabilité... pour assurer une synchronisation efficace des opérations. Participer à l'optimisation des processus d'achats et de logistique en proposant des améliorations et en mettant en œuvre des initiatives.",Bac+2
" En tant que Directeur Technique, vous serez en charge de l’ensemble des aspects technique en liaison avec le développement de notre portefeuille de solutions basées sur les technologies embarquées. Vos Responsabilités Clés : 1. Conception et Réalisation des Solutions Techniques : • Superviser et contribuer à la conception et la réalisation des solutions techniques adaptées aux besoins spécifiés pour chaque produit à développer. • Veiller à ce que les solutions soient optimales en termes de faisabilité, coûts, délais, qualité, opérationnalité et sécurité. • Veiller à ce que les conceptions validées soient compatibles avec production industrielle de masse « Design For Manufacturability ». 2. Gestion d'Équipe Multidisciplinaire : • Mettre en place et gérer une équipe multidisciplinaire pour répondre efficacement aux besoins spécifiques du projet. • Encourager la collaboration, l'innovation et le partage de connaissances au sein de l'équipe et avec l’écosystème externe impliqué dans le projet, notamment sur les volets R&D 3. Collaboration avec les Équipes Industrielles : • Collaborer étroitement avec les équipes industrielles pour valider les technologies et solutions proposées. • Assurer l'alignement des objectifs de développement des produits avec les capacités de production de masse. 4. Conformité aux Normes et Standards : • S’assurer que toutes les solutions techniques respectent les normes, standards et contraintes industrielles pertinentes dans leurs domaines d’application. • Anticiper les évolutions réglementaires et techniques du secteur et s’assurer de la prise en charge de ses évolutions dans le cadre des roadmaps de développement. 5. Développement des Compétences Locales : • Promouvoir le développement des compétences en interne, notamment par des formations et des transferts de compétences. • Encourager une culture d'apprentissage et d'amélioration continue au sein de l'équipe. • Encourager et instaurer une culture d’innovation orientée vers la résolution des contraintes techniques et industrielles. • Œuvrer pour la prise en charge des évolutions technologiques dans le cadre d’une approche de veille structurée. 6. Collaboration avec les Parties Prenantes : • Travailler en étroite collaboration avec toutes les parties prenantes identifiées pour le développement des solutions. • Assurer une communication efficace et un alignement stratégique avec les partenaires, fournisseurs et clients.",Bac+5
" Vous serez responsable du développement et de la mise sur le marché de solutions BMS « Battery Management system » avancées, destiné aux secteurs du stockage d'énergie et aux véhicules électriques. Vos principales responsabilités sont décrite comme suit : Responsabilités Clés : Développement de la Stratégie Produit : Définir et mettre en œuvre la stratégie produit pour les solutions BMS, en alignement avec les objectifs de l'entreprise et les besoins du marché. Gestion du Cycle de Vie du Produit : Contribuer et superviser la mise en place de toutes les phases de cycle de vie du produit, de la conception à la commercialisation, y compris le lancement, les évolutions du produit, la mise sur le marché, le SAV et les améliorations. Collaboration avec les Équipes Techniques : Travailler en étroite collaboration avec les équipes d'ingénierie pour s'assurer que le produit réponde aux besoins exprimés et avec la qualité, le délai et les coûts exigés. Analyse et compréhension du Marché : Réaliser des études de marché pour identifier les tendances, les opportunités, et les exigences des clients. Marketing et animation : Définir les stratégies de commercialisation et de promotion du produit et assurer sa visibilité auprès des clients potentiels en collaboration avec les équipes communication et ventes. Gestion Financière : Élaborer et gérer le budget du produit, y compris la tarification, la prévision des ventes, et l'analyse de la rentabilité. Conformité Réglementaire : Veiller à ce que le produit soit conforme aux normes réglementaires et industrielles en vigueur dans le domaine. Gestion de Projet : Coordonner les activités de projet, y compris la gestion des délais, des ressources et des risques. Reporting : Tenir un reporting fiable et à jour envers l’ensemble des parties prenantes du projet.",Bac+5
" Dans le cadre de son développement en matière de recherche scientifique, l’Université UM6P lance un appel de candidatures pour GSMI de l’Université Mohammed VI Polytechnique pour Coordinateur des projets de la Mine expérimentale (PMO) - Site de Bengueir. DESCRIPTION-GSMI Geology and Sustainable Mining Institute (GSMI) est basé sur une nouvelle vision stratégique de la recherche et de la formation, qui repose sur l'intégration des différentes composantes du cycle de vie de la mine (géologie, extraction, traitement des minéraux, exploitation minière durable, environnement minier et RSE). En plus des ressources minérales conventionnelles (phosphates, métaux, etc.) L’institut développera également de nouveaux sujets tels que l'économie minière, la gestion de l'eau dans la mine, la décarbonisation du cycle minier, la RSE, etc. Il a pour mission principale d’assurer le management des projets, avec une gestion optimale des ressources et une prise en charge de tous les éléments devant conduire au résultat final ; 1. Missions : Phase de montage du projet : Participer et coordonner à : La définition de la charte du projet ; L’élaboration du budget ; La définition de l’organisation du projet : ressources humaines et matérielles, échéancier, tâches et jalons, etc. L’élaboration de la cartographie des risques du projet La définition des indicateurs de suivi du projet Toutes les autres actions relatives à la préparation du projet Phase d’exécution du projet : Suivre l’exécution des tâches de chaque acteur du projet, dans les meilleures conditions Veiller à la fourniture des livrables à chaque jalon du projet Analyser et anticiper les besoins du projet Assurer les liens entre les différents intervenants au projet Phase après le projet : Faire le bilan du projet avec un point précis sur les coûts engendrés et les difficultés ; Coordonner et s’assurer de la rédaction du bilan final du projet, et de la transmission de tous les livrables attendus ; Veiller au transfert des compétences entre les acteurs de la maîtrise d’œuvre et ceux de la maîtrise d’ouvrage ; S’assurer de la conduite de changement, comme étant une mesure nécessaire pour les projets dont les résultats impactent un fonctionnement existant d’acteurs, considérés comme utilisateurs finaux.",Bac+5
" Missions : • Assister à la réception et à la validation technique des équipements. • Organiser les visites et assurer la logistique pour les intervenants de Maintenance. • Apporter du soutien et de l'assistance aux sous-traitants lors de leurs interventions de maintenance sur les équipements scientifiques, et renseigner les Ordres de Maintenance (OM) dans le système. • Effectuer des actions de métrologie (étalonnage et calibration) pour les instruments de laboratoire. • Effectuer les actions de Maintenance du 1ére et 2éme Niveau. • Assurer le diagnostic des pannes et prendre les actions nécessaires • Assurer la mise à jour de l’inventaire des équipements de labo • Approvisionner avec le magasin central le matériel/PDR nécessaire à la maintenance programmée. • Recevoir les notifications des pannes des équipements de labo et renseigner les « avis » sur système (SAP). • Mettre à jour de la documentation techniques en fonction des évolutions. • Participer et contribuer à la certification des laboratoires selon la norme ISO 17025. • Animer des sessions de formation pour les étudiants/utilisateurs des laboratoires. • Appliquer et respecter les normes d’hygiène et de sécurité.",Bac+2
" Université Mohammed VI Polytechnique Geology & Sustainable Mining Institute - GSMI Dans le cadre de son expansion en matière de recherche scientifique, l'Université UM6P lance un appel à candidatures pour le GSMI (Institut de Géologie et d'Exploitation Minière Durable de l'Université Mohammed VI Polytechnique) pour le recrutement d'un Technicien Supérieur en Géologie Appliquée en contrat à durée déterminée (CDD) - Site de Benguérir. DESCRIPTION DU GSMI: Le GSMI (Institut de Géologie et d'Exploitation Minière Durable) repose sur une nouvelle vision stratégique de la recherche et de la formation, intégrant les différentes étapes du cycle de vie de la mine, telles que la géologie, l'extraction, le traitement des minéraux, l'exploitation minière durable, l'environnement minier et la responsabilité sociale des entreprises (RSE). En plus des ressources minérales conventionnelles, telles que les phosphates et les métaux, l'institut explorera de nouveaux domaines tels que l'économie minière, la gestion de l'eau dans les mines, la décarbonisation du cycle minier, la RSE, etc. Description du poste : Le « Geology & Sustainable Mining Institute » (GSMI) de l'Université Mohammed VI Polytechnique (UM6P) recrute un Technicien supérieur en géologie appliquée pour un CDD de 18 mois. Le candidat retenu sera impliqué dans un projet multidisciplinaire financé par le groupe OCP et participera à des travaux de terrain et de laboratoire. Il sera amené à participer à des missions de terrain pour collecter des échantillons et différents types de données géologiques, et réaliser des relevés et des coupes géologiques. Au laboratoire, le technicien recruté sera responsable de la préparation d’échantillons (e.g., concassage, broyage, tamisage, etc.) pour différents types d’analyses et contribuera à certaines analyses de laboratoire. Il devra également assurer le soutien logistique et une bonne gestion de l’équipement géologique utilisé en veillant sur son entretien et sa disponibilité pour les missions de terrain. La rédaction de rapports techniques fera partie de ses tâches. Les documents requis comprennent : Lettre de candidature ; Curriculum Vitae ; Copie du diplôme ; Autres documents que le candidat estime importants pour le processus de recrutement.",Bac+5
" L’UM6P College of Computing (UM6P-CC) est à la recherche d’un(e) Ingénieur(e) Développement informatique pour renforcer son équipe digital. Description du poste: Elaborer les spécifications fonctionnelles / techniques et maintenir la documentation à jour. Développer des composants logiciels dont des interfaces graphiques. Développer des applications web basées sur les web services en mode « Real-time » et l’intégration des modules de « Machine Learning ». Collaborer au sein d’une équipe agile constituée des développeurs Digital et Data scientists. Définir les protocoles et les scénarios de tests (tests unitaires et tests d’intégration). Maintenance des logiciels et support aux utilisateurs. Compétences métiers et techniques: Formation d’ingénierie en génie informatique / Software engineering ou équivalent (bac + 5). Savoir synthétiser l'information et rendre compte des avancements des projets. Avoir des connaissances sur les sockets : socket.io, webSocket, Stomp. Avoir des connaissances sur les bonnes pratiques de développements : versionning (Git), revue de code, DevOps & intégration continue (Maven, Gitlab CI, Jenkins, Sonar) et idéalement la méthode agile SCRUM. Base de données : MySQL, No SQL, Mongo DB. Développement : Python, Java, Framworks Javascript. Développement web: Angular, Vue, NodeJS, Spring (Boot, IoC, Data, Security). Des connaissances sur les serveurs web : Apache, nginx, Docker et Kubernetes seront un plus.",Bac+5
" Rattaché(e) au chef comptable, vous serez chargé(e ) d’assister le service comptabilité dans toutes les taches concernant le suivi des mouvements courants Mission : • Préparation de dossier de remboursement de TVA ; • Préparer les déclarations fiscales ; • Préparation des chèques et virement ; • Assurer le suivi de dépôt et l’exécution des chèques et virement. • Faire le rapprochement bancaire ; • Classement des liasses de saisie de facture ;",Bac+5
" Le SynOps aura pour missions : Fonctions et responsabilités : Le SynOps prendra en charge Le pilotage et la gestion des capacités hardware et software (« composants ») nécessaires au bon fonctionnement de l’ensemble de l’écosystème informatique dans un souci d’optimisation constant des ressources allouées. La récupération et l’agrégation des données des différentes équipes contributrices. Il est garant de la conformité aux process internes validés par un contrôle Effectuer une veille technologique sur les types d’assets concernés Pour chaque type d’assets un pilotage en termes d’allocation, d’utilisation en pic et en moyenne, de disponibilité et la détection et l’anticipation des besoins futurs par rapport aux projets Produire et maintenir les informations ou référentiels",Bac+5
" Responsabilités Principales : En tant qu'Administrateur(rice) / Ingénieur(e) SharePoint, vous serez responsable de : Administrer de manière proactive le tenant SharePoint Online et Azure Active Directory pour assurer la stabilité et la performance du système. Gérer avec précision les droits d'accès au niveau administrateur dans SharePoint, garantissant ainsi une gouvernance sécurisée et efficace. Fournir un support de niveau 2, en résolvant les problèmes liés à OneDrive, en accompagnant les collaborateurs et en assurant les restaurations de documents nécessaires. Être le point focal dans le maintien en opération de la production, en particulier dans le contexte du GED LOOP, garantissant ainsi la continuité opérationnelle.",Bac+5
" -Sehr gute Sprachkenntnisse und perfekte Beherrschung der deutschen Sprache in Wort und Schrift. -Kundendiensterfahrung vorzugsweise in einer Callcenter -Zuverlässigkeit, Teamfähigkeit und ein hohes Maß an Eigenmotivation und Leistungsbereitschaft sind selbstverständlich. Bei Foundever stehen alle Stellen Bewerbern mit Behinderungen oder eingeschränkter Mobilität offen.",Bac+1
" Rattaché à un Chef d'équipe, vous aurez pour mission principale de réaliser les travaux urgents et programmés sur le réseau tertiaire eau et assainissement ainsi que les branchements et raccordements clients. Vos principales missions sont : Réaliser, sous la supervision du chef d’équipe, toute intervention sur les réseaux et les ouvrages eau et assainissement et en particulier : Repérer et déterrer les ouvrages, Réparer et reconstruire les ouvrages, Remonter toute anomalie constatée sur les réseaux Lydec, Assurer l’astreinte Pour les opérations d’eau : Manœuvrer les vannes, Réparer les fuites sur branchements, conduites, vannes ou bouches d’incendie, Changer les compteurs, Curer les abris des compteurs, Réaliser les travaux de branchement et poses raccords, Pour les opérations d’assainissement : Réaliser les branchements, Déboucher et curer les ouvrages, Réaliser des travaux de terrassement, sondage et maçonnerie, Réaliser, à titre exceptionnel, des opérations sur les autres réseaux gérés par Lydec.",Bac+1
" Rattaché(e) au Chef de Département Clientèle de la Direction Préféctorale Ain Chock - Hay Hassani, vous aurez pour missions principales de veiller au bon fonctionnement de l’agence et assurer une coordination avec le chef de plateau en termes de gestion et animation des chargés clientèle en garantissant un accueil de qualité aux clients et un bon déroulement des différentes transactions tout en veillant à l’application des règles en matière de santé et de sécurité au travail, éthique et de système de Management Anti-Corruption (SMAC). Pour ce faire, vos principales activités sont : Veiller au respect des procédures de travail ; Prendre en charge les clients sensibles ; Animer les équipes à travers des réunions périodiques ; Veiller au respect des engagements de services relatifs aux délais d’attente des clients ; Veiller au développement des compétences des chargés clientèle ; Clôturer quotidiennement la journée de caisse après contrôle des états de versement des guichetiers ; Coordonner les remises des fonds à la caisse principale ; Veiller au contrôle des dossiers d’abonnement pour s’assurer de la fiabilité des données saisies sur la base de données ; Etablir régulièrement un reporting de l’activité de l’agence à destination de la hiérarchie.",Bac+5
" Rattaché(e) à la Direction des Technologies et Systèmes d'Information, vos principales activités seront les suivantes: - Conception et mise en œuvre de systèmes et bases de données - Suivi et supervision des systèmes externes et/ou internes - Exploitation et optimisation des systèmes et bases de données - Contrôle des systèmes et de l'intégrité des bases données - Planification et contrôle des sauvegardes - Veiller sur le plan de continuité informatique - Gestion des annuaires et des droits - Support technique auprès des chefs de projet et des architectes techniques - Élaboration des cahiers des charges de ressources d'infrastructures systèmes et bases de données - Développement de scripts systèmes et d’outils spécifique d’aide à l’exploitation",Bac+4
" Ce que vous pouvez attendre : - Etre exposé (e) à des environnements internationaux et stimulants, et participer à des deals transfrontaliers - Analyser les performances historiques et futures d’une cible et identifier les zones de risques associées - Challenger les éléments de valorisation - Collaborer avec une grande variété d’interlocuteurs : directeurs financiers, fonds d’investissement, avocats, banquiers d’affaires, consultants en stratégie, fiscalistes, etc. - Accompagner vos clients dans leurs prises de décisions, en tant qu’ interlocuteur autonome sur vos sujets - Encadrer les analystes plus juniors/ stagiaires pendant vos missions, les évaluer et les conseiller dans leurs évolutions de carrière - Avoir une carrière stimulante avec des expériences techniques et humaines de qualité",Bac+5
" Rattaché(e) à la Direction des Achats, vous aurez pour mission principale de piloter l’activité de maitrise d’ouvrage des systèmes d’information achats, et ceci, en vue de fournir les outils décisionnels et stratégiques fiables et adaptés au processus dématérialisé des achats de Lydec. Le chef de projet sera ramené notamment à identifier les besoins SI de la direction des achats, gérer les projets SI achat, former les utilisateurs, administrer les outils SI achats et produire les indicateurs et les états de suivi de l’activité.",Bac+5
" En tant que business analyst des offres commerciales, vous êtes au cœur des dossiers business de notre partenaire et vous portez la responsabilité de : L'analyse des demandes marketing des domaines marchés Résidentiels et/ou Professionnels La conception, la mise en œuvre et les tests des offres à paramétrer dans le SI. Ce paramétrage permet à ces dernières d'être commercialisées, livrées puis facturées dans le SI. Vous serez en contact direct avec le marketing et les représentants des métiers et au plus proche de l’actualité très dynamique des télécoms. Animer les réunions avec les parties prenantes Identifier les impacts sur le SI pour les demandes marketing Chiffrage et étude de faisabilité Participer aux réunions de cadrage des projets complexes",Bac+5
" Nous recrutons pour notre Usine de Production à Casablanca, un Automaticien. Rattaché au Responsable Maintenance Automatisme & Electrique UTM , vous aurez pour principales missions : Assurer le suivi du matériel d’automatisme et électrique Assurer une assistance technique industrielle. Développer des plates-formes d’automatisme Assurer le montage et vérifier la conformité et le fonctionnement des installations automatismes et électriques Détecter les dysfonctionnements, assurer le diagnostic, remédier aux défauts constatés ou donner les consignes appropriées. Exécuter les travaux de maintenance corrective, préventive et améliorative du matériel d’automatisme et électrique. S’assurer de la bonne exploitation du matériel d’automatisme et d’électrique par l’équipe production Assurer des sauvegardes pour les programmes installés sur les différents équipements (back up). Veiller au respect des différentes normes de sécurité et les spécifications régissant l’activité. Analyser et synthétiser les informations d’ordre technique. Suivre les processus méthodologiques et logiques rigoureux. Répondre rapidement et dans le temps et l’espace à la demande de la maintenance. l’étude, l’installation et la mise en service des installations automatisés Le développement de l’automatisation des procédés industriels La résolution des problèmes liés à l’automatisation L’Intervention lors des dysfonctionnements et incidents La réalisation et/ou participation aux études techniques de modifications des équipements de nouveaux projets Accompagner le magasin PDR et les sous-traitants Assister le magasin PDR pour la gestion des pièces de rechange critiques. Réserver les PDR sur système pour les interventions planifiées. Accompagner les fournisseurs et sous-traitants externes pour la réalisation des travaux d’automatisme ou Electrique en cas de besoin Renseigner correctement la GMAO (SAP) Prendre en compte immédiatement les avis production sur système ( API et Electrique ). Renseigner sur système le rapport et la durée d’intervention pour tout travail réalisé. Confirmer systématiquement les ordres de maintenance (OT) à la fin des travaux. Réserver sur système les PDR nécessaires pour une intervention planifiée Participer aux projets de maintenance Faire l’étude et exécuter des projets d’automatisme internes au besoin. Participer à des projets d’amélioration continue. Participer aux audits Maintenance. Participer au lancement des nouveaux produits ou formats et aux tests industriels. Valider le matériel d’automatisme et d’instrumentation à installer dans le cadre d’un projet de rénovation ou d’acquisition d’un nouvel équipement.",Bac+3
" Au sein de la Direction Technique et sous la responsabilité du Chef du Département vos missions principales sont les suivantes: - Manager le personnel sous votre responsabilité (Chefs d'équipes, Techniciens et ouvriers), - Fixer des objectifs aux salariés sous votre responsabilité, les assister dans la réalisation des objectifs et évaluer les réalisations, - Animer et coordonner l’activité de maintenance des équipements de production, du parc roulant et des moyens généraux, - Veiller au respect des plannings fixés (maintenance préventive), - Veiller à l'optimisation du coût de maintenance, - Participer aux plans d’investissement et à l’implantation des nouveaux équipements de production - Veiller au respect des normes de sécurité au sein des ateliers, - Assurer le reporting de l'activité.",Bac+5
" Rattaché au Responsable de production, vos missions sont : Organisation et gestion de maintenance Amélioration des indicateurs de performance maintenance Respect et mise en application des procédures relatives à sécurité, qualité, environnement et montée en compétence des équipes Respect du budget maintenance Exécution des projets Capex dans les délais et budgets impartis Activités du poste : 1.Organiser, planifier, suivre le travail de maintenance Elaborer le planning de maintenance préventive et corrective des différents équipements, matériels et bâtiments, en gérant les priorités, la sécurité Réagir en cas de panne grave et résoudre les problèmes rapidement Gérer les relations avec les constructeurs et les fournisseurs de pièces et d'outils pour la maintenance Contrôler les interventions réalisées, proposer des améliorations des performances des machines en terme de coûts et de taux d'utilisation Gérer le budget maintenance Concevoir et améliorer les procédures de maintenance Veille technologique et réglementaire 2. Animer son équipe Organiser les équipes, les gérer administrativement, les former et les animer Leur apporter un appui technique Sensibiliser et former le personnel à la maintenance de premier niveau",Bac+5
" Le Config Manager aura pour mission de recenser et mettre à disposition de l’entreprise : • Les informations techniques sur les éléments de configuration • Les relations entre éléments de configuration • La standardisation et l’autorisation des éléments de configuration • Les informations renvoyées par les autres processus d’ITIL notamment pour le suivi du statut des éléments de configuration Le Config Manager doit venir en aide des équipes informatiques pour comprendre les interactions et dépendances entre les différents composants du SI afin d'optimiser leur exploitation et de maximiser les niveaux de services rendus aux clients. RESPONSABILITÉS ET TÂCHES PRINCIPALES: • Découverte de nouveaux Composants Informatiques (CI) • Identification et création de serveurs • Audits réguliers de la CMDB • Gestion de la configuration applicative dans la CMDB • Création, modification ou suppression de CI",Bac+5
 En tant que Chargé de rémunération vous aurez comme principales missions : Conduire des analyses de rémunération pour évaluer le niveau d’équité interne et la compétitivité externe Traiter les valorisations salariales pour les nouvelles recrues Analyser et traiter les demandes de révision salariale Compléter les fiches de mobilité en termes d’évolution de la structure salariale,Bac+5
" Concevoir et développer des produits, composants ou systèmes mécaniques en utilisant des outils de conception assistée par ordinateur (CAO). Analyser techniquement les conceptions mécaniques, en effectuant des simulations et des tests pour garantir la performance et la fiabilité. Superviser la fabrication de prototypes physiques et coordonner les essais pour évaluer le fonctionnement des conceptions. Optimiser les processus de développement mécanique pour améliorer l'efficacité, la qualité et la rentabilité. Collaborer avec d'autres départements pour intégrer les composants mécaniques dans des produits plus larges.",Bac+5
" Quel sera votre rôle dans la #TeamDeloitte ? Vous intégrez nos équipes BPO DAF en qualité d’assistant comptable, vos principales missions seront les suivantes : Responsabilité opérationnelle : Codifier et collecter les éléments en utilisant les outils internes ; Classer, contrôler, identifier les pièces manquantes ; Saisir les opérations comptables selon les normes OHADA (Afrique Francophone) ; Lettrer et justifier les comptes ; Préparer les rapprochements bancaires ; Collaborer à la production des liasses fiscales et comptables ; Contribuer à l’organisation et au classement des documents comptables ; Participer à l’élaboration des bulletins de paie ; Assurer la confidentialité des informations ; Suivi administratif et organisation : Respecter les délais et le planning déterminé par le responsable et alerter en cas de difficulté ou retard ; Respecter les procédures, normes et standards Deloitte ; Utiliser les outils, procédures et normes de Deloitte (méthodologie, formation…) ; Vous développez un set de compétences, partagées avec notre réseau international, et structurées autour des dimensions suivantes : leadership, métier et spécialité. Vous participez aux programmes de formations proposé pour renforcer progressivement ces compétences et en acquérir de nouvelles. Tout au long de votre expérience, vous grandissez grâce à un management de proximité, de responsabilisation et d’accompagnement personnalisé.",Bac+3
" Rattaché hiérarchiquement au DAF, vous aurez pour mission de: Assurer la gestion économique et financière ; Préparer et animer les reportings et indicateurs économiques ; financiers et industriels du périmètre du contrôle de gestion ; Préparer et animer le processus de prévisions selon les directives de la société palier voire du Groupe Safran ; Diriger, animer et organiser la compagne Plan Moyen Terme en respect directives de la société palier voire du Groupe Safran ; Délivrer toute étude économique ponctuelle à la demande ; Piloter l’entreprise ; Mesurer les performances industrielles et économiques ; Assister le Directeur Administratif et Financier dans la préparation des Conseils d’Administrations.",Bac+5
" Dans le cadre du développement de nos activités auprès de nos clients Equipementiers, Constructeurs et Sports Automobiles, nous recherchons pour notre pôle Ingénierie Electronique Electricité, un Concepteur Faisceaux EHI EHA (H/F. En qualité de Concepteur Faisceaux, vous êtes responsable techniquement du développement des faisceaux et des pièces qui vous sont confiés. Vous réalisez la spécification, la conception, la validation ainsi que la mise au point des organes de votre périmètre. Vous assurez la gestion des maquettes numériques et physiques des pièces de votre périmètre. Enfin, vous participez à l’intégration de vos études sur véhicules (montage, essais, démonstration, prototypage, maquettage)",Bac+5
" Missions principales Piloter le développement technique et la validation des câblages et des pièces liées associées Piloter les Pilote Développement Câblage Respecter les exigences Qualité-Délais-Prestation Développer et gérer des projets de développement de pièces jusqu’à son industrialisation Piloter des concepteurs pièces sur CATIA V5 Piloter le développement des pièces auprès des fournisseurs en fonction du cahier des charges et des modifications techniques en cours de projet Piloter les conceptions / réalisations / améliorations de banc en collaboration avec nos sous-traitants, Participer à la maintenance en condition opérationnelle du parc existant, Accompagner nos clients internes ou externes pour formaliser le besoin exprimé par le demandeur, Etre force de proposition envers nos clients pour proposer des améliorations",Bac+5
" Missions principales : Méthodologiques : Compréhension des normes et standards Qualité sur les Référentiels de Tests vs les exigences associées. Maitrise des mesures d'Assurance Qualité, des KPI (mesure, collecte et interprétation) Expert dans la définition de stratégies d'automatisation pour différents contextes impliquant des technologies et des logiques métiers complexes Conseille les membres de l'équipe de DEV, les accompagne et les forme aux solutions d'automatisation afin qu'ils puissent Techniques : Participation à la conception et au développement de framework d'automatisation des tests à l'aide d'outils. Amélioration continue Création et adaptation de solutions pertinentes pour le contrôle de la qualité Facilitateur auprès des parties prenantes pour la résolution des problèmes Expert dans l'utilisation d'outils d'automatisation, avec un focus particulier sur les modules de test et de gestion des bugs.",Bac+5
" Le Data Analyst a pour mission principales : Développement de visualisions BI sur Tableau Optimiser des requêtes Analyser et interpréter des données permettant la prise de décision Business Maitriser les outils statistiques et les informations nécessaires à la mise en place d’une base de données, Extraire les données du système source, Extraire et traduire des données business en données statistiques, Optimiser la segmentation client au travers de données de consommation, Modéliser et assurer les mises à jour régulières de la base de données, Contrôler la qualité des données, Analyser les informations chiffrées générées par l’activité de l’entreprise, Synthétiser et vulgariser les informations pour les rendre accessibles, Proposer des recommandations sur les bases de données à modifier, Faciliter les prises de décision des entreprises en assurant un rôle de consultant. Compétences : Maitrise des langages SQL, Python, R permettant de manipuler de large data sets, Maitrise d’Excel BI et autres outils BI Expériences sur des outils de data computing distribués comme Spark, Hadoop, Map/Reduce… Expérience sur les techniques de data mining et de statistiques : GLM/Regression, Random Forest, Boosting, Trees, Text mining, Expérience d’analyse de data de fournisseurs externes : Google analytics, MixPanel, Amplitude, AdWords, Facebook Insights..",Bac+5
" Missions et responsabilités : Gestion de portefeuille : Assurer la supervision et la coordination de l'ensemble du portefeuille de projets. Planification et suivi : Élaborer des plans de projet détaillés, et surveiller la progression pour garantir que les projets sont livrés dans les délais. Gestion des ressources : Allouer et gérer les ressources nécessaires aux projets, en veillant à l'optimisation des compétences et de la capacité. Reporting : Préparer des rapports réguliers sur l'état d'avancement des projets, les indicateurs de performance clés et les problèmes potentiels, en informant les parties prenantes de manière proactive. Gestion des risques : Identifier, évaluer et atténuer les risques liés aux projets, en élaborant des plans d'atténuation appropriés.",Bac+5
