description_poste,niveau_étude
" Vous souhaitez travailler sur des projets internationaux en langue française, développer vos compétences… au sein d’une multinationale présente dans 30 pays et ayant plus 47.000 collaborateurs ? Cette offre s’adresse à vous !",Bac+4
" Development : Bash Shell (Mandatory) Linux (Mandatory) A tech programming language : python, ruby, (Basics) DevOps : Git (Mandatory) Code Versioning principles (Mandatory) Orchestration : Jenkins , AWS Code Pipeline (Basics) Architecture : Distributed architecture principles (Mandatory) AWS Architecture and knowledge of AWS main ressources (EC2, VPC, Networking, Security, ) (Mandatory) Networking basic knowledge (Mandatory) AWS Event Driven Architecture (Basics) AWS Lambdas (Basics) Oracle Database (Mandatory) Knowledge of NoSql DB (Basics)",Bac+4
" En tant que Stagiaire en Développement et Réseau Informatique, vous aurez les missions suivantes : Réaliser des études d’impact et des évaluations de charges ; Réaliser, maintenir et tester, en toute autonomie, les programmes qui lui sont confiés en respectant les spécifications détaillées fournies, les délais et les différentes normes qualité ; Contribuer à la dynamique de l’équipe ; Soutenir techniquement son équipe ; Maitriser ses charges, son reste à faire et les délais ; Rédiger les tests unitaires ; Appliquer les process du projet.",Bac+3
" Responsabilités principales : - Analyser les besoins en recrutement : Collaborer avec les responsables de l'équipe pour comprendre les exigences de poste et les compétences nécessaires. - Rédaction et diffusion d'annonces : Créer des annonces de poste attractives et les diffuser sur des plateformes de recrutement pertinentes. - Sélection des candidats : Examiner les CV reçus, trier les candidats en fonction des critères définis et créer une shortlist de candidats qualifiés. - Entretiens RH : Mener des entretiens téléphoniques et/ou en personne pour évaluer les compétences techniques et comportementales des candidats. - Évaluation des compétences : Collaborer avec les équipes techniques pour organiser des évaluations techniques si nécessaire. - Suivi du processus : Assurer un suivi régulier avec les candidats interne ou extrerne, pour maintenir la transparence et la communication tout au long du processus ( Intégration, Timesheet, facturation et paiements) - Sélection finale : Travailler avec les gestionnaires de recrutement pour faciliter la sélection finale des candidats et la proposition d'offre. - Amélioration continue : Participer à l'amélioration des processus RH - Mettre en place un tableau de bord de suivi des recrutements avec des indicateurs chiffrés. - Conception, du pilotage et du suivi des différents projets RH. - Assurer la mise en conformité légale RH : élaboration du Règlement Intérieur, cartes de travail...",Bac+5
" Nous sommes actuellement à la recherche de développeurs Python/Ansible confirmés. Leur mission consistera à assumer la responsabilité du développement d'automates en Ansible/Python destinés à la gestion des équipements réseau. Ces développeurs collaboreront étroitement avec des experts en réseau qui leur fourniront une expertise métier cruciale. La réalisation de ce projet nécessite également une familiarité avec les méthodes de développement Agile. Responsabilités : • Contribuer activement à l'avancement du projet en développant les automates, en documentant leur fonctionnement et en communiquant avec les utilisateurs. • Gérer l'intégration des automates dans un environnement de test et participer au déploiement vers la cible. • Contribuer à la planification, à l'organisation et au suivi du projet tout en respectant les échéances. • Programmer les réunions nécessaires, résoudre les points de blocage et, le cas échéant, escalader les problèmes. • Évaluer les risques et proposer des solutions pour les maîtriser. • Assurer la gestion du cycle de vie des automates. • Fournir un soutien technique et des conseils aux équipes impliquées dans la mise en œuvre et la migration de BNA vers les automates développés. Connaissances / compétences techniques : • Expérience confirmée en développement Python • Connaissance avancée dans l’utilisation d’Ansible • Compétences en programmation, en développement et architecture logicielle. • Excellentes capacités de communication et aptitude à travailler en équipe. • Maitrise dans l’utilisation d’outil de versioning (Git) pour gérer les modifications du code source. • Connaissance des principes et outils de CI/CD (Gitlab) • Connaissance des méthodes Agile (SCRUM) • Connaissance des outils JIRA/Confluence • Connaissance des environnements système Linux • Connaissance des réseaux et infrastructures informatiques est un plus",Bac+5
" Dans le cadre du renforcement des équipes Digital Factory, nous recrutons un Agent en Développement Web qui aura comme principales missions de : • Concevoir et réaliser les spécifications techniques des projets qui vous seront confiés • Développer et tester les fonctionnalités des applications développées • Suivre le test utilisateurs et déployer les projets",Bac+2
" Assurer le support pour la résolution des incidents liés au domaine de compétence ainsi que proposer des solutions techniques sur les problèmes rencontrés Responsabilités: - Gestion des incidents non procédurée / change (standard, non standard, normal) / capacité/ problème (incidents récurrent) - MEP et MAJ de la documentation technique relatif à l’activité - Assurer l’astreinte - Escalade de tout blocage technique au niveau supérieur interne - Assister à des réunions opérationnelles internes et externes pour le suivi des incidents/CAB/TAB/NGDM - Assurer l’activité des profils Juniors / Confirmé - Administrer, maintenir et sécuriser les sauvegardes - Gérer l'administration des systèmes de backup et leurs composants - Optimiser la politique de sauvegarde - Documenter l'infrastructure et rédiger les notes d'exploitation",Bac+3
" Garant de l’intégrité technique des systèmes, vous assurez la qualité de la réalisation des opérations et le support des projets ainsi que le passage en production. Vos principales missions seront de : Gérer les incidents non procédurés / change (standard, non standard, normal) /capacité/ problème (incidents récurrent) MEP et MAJ de la documentation technique relatif à l’activité middleware ; Assurer l’astreinte ; Assurer l'escalade de tout blocage technique au niveau supérieur interne ; Assister à des réunions opérationnelles internes et externes pour le suivi des incidents/CAB/TAB/NGDM ; Assurer l’activité des profils Juniors / Confirmé ; Administrer les systèmes SAP (R/3, ECC6, BW) ; Suivre quotidiennement des systèmes (short dumps, temps de réponses, locks) ; Installer et déployer des mises à jour (adds-on, kernel, patches) ; Assurer le maintien en condition opérationnelle du parc informatique ; Assurer la gestion des incidents, problèmes et demandes ; Participer aux projets d'amélioration de l'architecture ; Suivre la mise en oeuvre des outils de surveillance ; Installer et déployer des serveurs physiques et virtuels (VMware) ; Gérer et administrer des fermes Citrix ; Administrer l'AD ; Gérer les correctifs de sécurité ; Développer les outils d'administration (PowerShell).",Bac+4
" Pour le compte de l'un de ses clients basés sur Casablance, ALTADOS By Niji est à la recherche d'un « Architect Solution », et ce pour un contrat CDI. Mission principale : Tu vas devoir définir et analyser les besoins clients qu'ils soient internes ou externes. Réaliser le cahier des charges et participer au chiffrage du projet.",Bac+5
" Contexte de l’activité d’automatisation : Au sein de la Direction Technique du Système d’Information d’Orange France, nous gérons des dizaines de milliers d’équipements réseaux (bornes wifi, switchs, firewall, …) pour l’usage interne d’Orange. L’automatisation de la gestion de configuration et des tests de ces équipements est important et nécessaire pour assurer un réseau homogène, plus facile à exploiter, pour augmenter le niveau de qualité du réseau, et accélérer les mises à jour et les déploiements de nouveaux types d’équipements. Les technologies retenues pour le développement de cette automatisation reposent principalement sur Ansible, Gitlab CI/CD, Netbox/Python, avec un développement agile Scrum et une intégration et déploiement continus. Rôle : Rattaché(e) au lead dev, et au sein d'une équipe d'experts pluridisciplinaire, vous prendrez en charge le développement de composants logiciels inclus dans des projets d'infrastructure de grande envergure Vous serez impliqué(e) dans toutes les phases du projet : Analyse des besoins client Rédaction de spécifications logicielles Assurer la maintenance et l’évolution des briques logicielles existantes Contribuer au support des briques logicielles déjà développées",Bac+5
" Dans le cadre du projet de la gestion de la mise à jour quotidienne des données antennaires du réseau mobile d’Orange France, vous serez amené à : Participer au développement de nouvelles évolutions (spécifications, développements, tests et qualification) ; Analyser et corriger les anomalies ; Participer à la migration de l’application vers de framework Symfony ; Etre force de proposition sur des évolutions/améliorations techniques.",Bac+5
" Rattaché(e) à la direction de la BU IT , vos principales missions : • Détection des opportunités commerciales liées au secteur d'activité IT : Développement de logiciel, Testing et Intégration ERP • Développement de l'offre de l'entreprise • Développement du portefeuille prospects • Rédaction des propositions commerciales et appels d'offres, négociation et conclusion des contrats • Suivi de la relation clients En particulier vous : • Maîtrise des techniques de négociation commerciales • Vous faites preuve d'une grande autonomie et de beaucoup de détermination • Vous avez de solides Connaissance du marché et de l’offre globale des SSII au Maroc et/ou en FRANCE • Une expérience réussie dans la commercialisation de logiciels de gestion ou des prestation de développement et de testing auprès de clients PME ou étatiques",Bac+3
" En tant qu'Administrateur de Systèmes Windows SCCM, vous aurez comme principales missions : Mise en place d’applications à l’aide de l’outil “Configuration Manager” Gestion de plan batch ; Configuration et maintenance des services Internet Information Services (IIS) pour assurer la disponibilité des sites web ; Utilisation du System Center Configuration Manager (SCCM) pour déployer et mettre à jour des logiciels sur l'ensemble du réseau.",Bac+4
" En tant que Technicien Système & Réseau, vous aurez comme missions de : Réaliser les travaux d’installation et de maintenance de parc informatique pour les clients : Installation SE Windows, Installation des applications, Installation des routeurs, Application d’une stratégie de sauvegardes, Résoudre les problèmes des utilisateurs.",Bac+2
" En tant que Développeur, vous aurez comme missions de : La Mise en œuvre d’une solution de gestion SIL pour les laboratoires d’analyses médicales L’Installation des applications de gestion pour les Laboratoires d’analyses médicales, le paramétrage, la formation et l’assistance au démarrage des projets clients Répondre aux demandes des clients en réalisant les taches de support client.",Bac+2
" Pour le compte de notre client, une nouvelle SSII installée au Maroc, nous sommes à la recherche de plusieurs profils expérimentés en Réseaux & Sécurité: Architecte R&S Expert R&S Consultant Senior R&S",Bac+5
" Pour le compte de notre client, une nouvelle SSII installée au Maroc, nous sommes à la recherche de plusieurs profils expérimentés en Dotnet : Expert Technique Dotnet Architecte Dotnet Tech Lead Dotnet Développeurs Sénior",Bac+5
" Vous serez amener à : Intégrer / créer les offres en concordance avec les besoins du métier Effectuer les développements nécessaires au raccordement des différentes offres/opérateurs à notre plateforme Effectuer les développements, intégration, tests unitaires en phase projet Participer aux réflexions des équipes lors des choix technologiques et architecturaux Assurer la maintenance, les corrections et/ou les évolutions logicielles de l’ensemble des développements Savoir détecter et diagnostiquer les problèmes et être force de proposition pour suggérer des évolutions/ corrections",Bac+5
" Job Purpose: Provides front line primary technical support to end users on various technical issues and problems relating to hardware, software and peripherals. Responds to, documents, and resolves service issues in a timely manner according to SLAs. Diagnoses hardware software faults and solves technical and application problems ensuring productivity is in line with set measures and client's adopted policies and procedures. Key Result Responsibilities: Acts as the main contact point for operations service center, takes ownership of reported issues, responds to enquiries promptly, provides proper and accurate information and feedback ensuring problems are being recorded and tracked throughout the entire process. Conducts root cause analysis to evaluate and resolve complex problem situations, develops checklist for typical problems, whilst providing Level 1 support, routes unresolved issues in the right direction among the internal teams. Researches, diagnoses, and troubleshoots systems, network problems and hardware and software faults, identifies resolutions to technical problems and responds within agreed time limits to call outs. Assists with the implementation of processes and service level agreements of incidents management and service request management. Participates in the creation of support knowledge base by communicating IT support manuals, technical notes and articles. Reviews and analyzes all technical issues incidents and produces reports on various intervals to highlight main causes for findings and thereby suggest, lead the implementation of technology processes in ISA to assure those analyzed incidents are not repeated. Assists technical experts in evaluating, testing, and implementing new technology such as systems and platforms. Utilizes different communication channels and tools to directly support or remotely guide end users in the different enquiries and problems raised, these channels include personal visits, telephone calls, e mails, web, chat etc. Responsible for proper recording and closure of claims, generates timely reports of different nature to capture support services activities when required. Installs, configures, monitors and maintains computer hardware operating systems, applications and networks, replaces parts and upgrades existing ones when and as needed. Supports the roll out of new applications sets up new users accounts, profiles and passwords.• Builds good working relationships with stakeholders, business users, suppliers, vendors and other technical teams to resolve any issues related to their provided services and products. Assists in establishing and maintaining a complete and accurate record of all IT assets in ISA and for clients as needed. Performs any other additional duties as directed by the line manager",Bac+3
" Fonctions et responsabilités : - Répondre aux besoins client en terme de maintien en condition opérationnelle du SI et participer aux projets de développement sur un système Oracle. - Répondre aux besoins client et participer aux activités de cadrage des besoins avec les métiers. - Réaliser des chiffrages. - Proposer et mettre en place des solutions fiables et performantes de chargement de données. - Réaliser des développements pl/sql . - Procéder aux Tests unitaires / Tests d’intégration. - Assister la recette métier. - Superviser les traitements de nuits applicatives. - Intervenir sur des assistances/correctifs et sur des évolutions/projets également.",Bac+5
" En tant qu'Expert Test et Automatisation, vous aurez les missions suivantes : Analyser et évaluer les exigences utilisateurs, les spécifications et les modules ; Participer à la stratégie et à la conception des tests ; Réceptionner les environnements de tests ; Élaborer et mettre en place les outils de tests ; Créer les données de tests, écrire les procédures ; Exécuter les cas de tests, soit manuellement, soit en utilisant des outils d'exécution de tests ; Consigner les résultats de l'exécution des tests ; Participer à l'écriture du rapport de synthèse ; Suivre les anomalies.",Bac+5
" Fonctions et responsabilités : - Suivi et réalisation des demandes d’évolutions et de maintenance de la plateforme EAI - Chiffrage et planification des évolutions - Réalisation des spécifications fonctionnelles détaillées et des spécifications techniques détaillées: DEV/TU/TI des évolutions, Vérification croisée, Packaging et livraison - Gestion des incidents (Maintenance corrective) - Support technique auprès du client - Support/suivi des développeurs",Bac+5
" En qualité d'Expert Technique Java /J2EE Sénior vous serez appelé à collaborer à plusieurs initiatives majeures de l’unité. Ce rôle exige une communication et une interaction avec les multiples clients internes et externes pour veiller à ce que chaque module interagisse adéquatement avec les autres. Le développeur doit également résoudre les problèmes et élaborer de nouvelles améliorations pour atteindre les résultats ciblés. Si vous avez de l’expérience en développement Web et êtes enthousiaste à l’idée de l’apprentissage continu, nous aimerions vous connaître. Vos principales missions : Dans le cadre de sa mission, l’expert Java aura en charge : L’étude du besoin client ; Echange et participation aux ateliers avec le métier ; La rédaction des SFD ; Réalisation des chiffrages ; Réalisation des évolutions ; Accompagnement de l’équipe pour la montée en compétence ; Proposition de solutions et d’amélioration du périmètre ; Assistance du client sur les réunions de cadrage / ateliers de performance.",Bac+4
" Main Tasks : Solely responsible for Budget and Forecast activities of assigned segments in close alignment with respective VP sector ; Provide continuous analysis and monthly reporting of the development of KPIs including commenting on the relevant deviations ; Cost controlling and productivity controlling ; Work through complexities of accounting treatments to help Project Managers manage and understand project financials ; Support business decisions by providing necessary financial analysis and transparency ; Ensure efficient business administration processes (postings, charging, revenue recognition, contract management etc.) and compliance with relevant internal and external rules and regulations ; Handling of ad-hoc queries and active participation in projects as required ; Proactively look for opportunities to optimize processes and value flows through standardization, automation and digitalization with the aim to increase efficiency and quality.",Bac+5
" As a Devops Engineer your main responsabilities will be : • Strong understanding of and devops principles. • Profound knowledge of and experience with a range of DevOps tools such as git, gitlab, Bamboo, Docker, Kubernetes, OpenShift, GitOps. • Knowledge of Helm or Kustomize • Strong Linux skills • Deep understanding of cloud platforms like GCP or AWS, with the ability to design, deploy, and manage scalable applications in such environments. • Experience with Prometheus, Grafana, alert manager, ELK • Collaborate with cross-functional teams to design, develop, and implement scalable frontend solutions for autonomous wireless network and service operations. • Develop and maintain web applications utilizing Spring Boot, Java 17, and micro-frontend architecture. • Work closely with backend developers to integrate frontend solutions with robust APIs and microservices. • Contribute to the continuous integration and deployment (CI/CD) pipeline using Bamboo & Gitlab to ensure efficient and automated delivery of software products. • Leverage containerization technologies like Docker and orchestration platforms such as Kubernetes to enable scalable and reliable deployments. • Design and optimize databases using MongoDB and MySQL to support efficient data storage and retrieval. • Implement and adhere to best practices for code quality, performance, security, and maintainability. • Stay up-to-date with emerging technologies and industry trends to drive innovation and enhance the overall development process.",Bac+4
" Au sein de l’équipe de développement, vous participerez à la création, le provisionnement, la configuration et la maintenance de l’infrastructure Cloud nécessaire aux produits développés, ainsi qu’à la gestion des déploiements sur le Cloud. Vous travaillerez en mode agile au sein d’une équipe passionnée et dynamique, et sur des technologies toujours plus innovantes. Les projets sont effectués soit chez nos clients, soit directement dans les locaux de CGI. L’Ingénieur DevOps est amené à suivre la roadmap et les projets afin de définir et automatiser les processus de déploiement et d’exploitation sur Azure et AWS, ainsi que l’outillage associé. Mise en place d’un process de livraison en production 100% automatisé afin d’accélérer les capacités de déploiement (cadrage process et suivi de l’implémentation) Mise en place et amélioration des mesures d’activités de fabrication (CI) et déploiement (CD) à des fins de pilotage de l’activité DevOps Rapprochement des incidents et des changements en production Participation à la définition des bonnes pratiques DevOps Maintient des outils et scripts en conditions opérationnelles Transférer les bonnes pratiques, méthodologies et compétences aux différentes équipes de production.",Bac+5
" Au sein du centre des compétences Cloud, vous prenez le lead sur les activités de l’architecture et la conception technique des applications Data dans un environnement multi-Cloud. Vous travaillerez en mode agile au sein d’une équipe passionnée et dynamique, et sur des technologies toujours plus innovantes. Les projets sont effectués soit chez nos clients, soit directement dans les locaux de CGI. Fonctions et responsabilités : Etre amené(e) à accompagner les équipes métiers dans leurs travaux d’identification et d’expression de besoin sur la Data et piloter les Data Engineers dans la réalisation de leurs développements ; Assister les directeurs de projets dans leurs activités d’avant-vente ; Participer aux ateliers de conception et développement des architectures data ; Industrialiser, optimiser et monitorer au quotidien les activités autour des pipelines data ; Mettre à jour de la documentation applicative : vous rédigerez les différents documents nécessaires au maintien de la connaissance (dossier d’exploitation, procédures) ; Transférer les bonnes pratiques, méthodologies et compétences aux différentes équipes de production.",Bac+5
" Au sein de l’équipe, vous participerez à l’élaboration et dimensionnement de l’architecture des solutions techniques des projets, avec les ingénieurs système, réseau, sécurité, environnements utilisateurs, ingénieurs d’exploitation, et les architectes de l'entreprise. Vous travaillerez en mode agile au sein d’une équipe passionnée et dynamique, et sur des technologies toujours plus innovantes. Les projets sont effectués soit chez nos clients, soit directement dans les locaux de CGI.",Bac+4
" En tant que Développeur Full Stack Confirmé, vous aurez les missions suivantes : • Rédaction de la documentation fonctionnelle et technique ; • Maitriser la gestion de configuration et respecter les bonnes pratiques de gestion de versions ; • Développement du frontend/backend et tests unitaires conformément aux bonnes pratiques ; • Analyse et correction des anomalies dans les différents cycles de vie de l’application ; • S’assurer de la qualité des livrables logicielles et documentaires tout en respectant les délais et les charges ; • Participer aux différents cycle de vie du projet.",Bac+5
" La/Le Consultant(e) Digital & Data participe à des projets de conseil en IT pour un ou plusieurs clients, sous la responsabilité d'un(e) Consultant(e) Senior ou d'un(e) Manager. Elle/Il contribue à la formalisation des besoins et à la conception des solutions à mettre en œuvre, dans l’objectif d’une intégration optimale dans la solution cible. Au travers de ses interventions, elle/il approfondit son savoir-faire méthodologique et développe des connaissances sur le domaine Digital & Data. Fonctions et responsabilités Dans le cadre de sa fonction, la/le Consultant(e) Digital & Data a la responsabilité de: Comprendre, analyser et reformuler de manière pertinente les besoins du client Réaliser des livrables répondant aux consignes générales, méthodes et usages donnés par son manager opérationnel Participer à l'organisation et co-animer les échanges entre les équipes CGI et les équipes client (réunion, workshop …) sur un périmètre Contribuer à la qualité et à l'atteinte globale des objectifs de l'équipe à laquelle il appartient. Recueil et analyse du besoin avec les équipes d’architecture du client ; Conception de l’architecture Cloud Azure ; Participation à l’intégration et/ou la réalisation des projets : audit, ateliers de cadrage technologique, mise en œuvre des solutions…, Participation aux phases d’avant-vente comme contributeur technique et expert, Recherche (en développement) sur de nouvelles offres avancées et innovantes sur les technologies Azure,",Bac+5
" Dans une équipe jeune et dynamique vous serez amené à effectuer les missions suivantes: - Réalisation des spécifications techniques détaillées, - Réalisation des chiffrage d’évolutions et/ou corrections, - Réalisation des évolutions et/ou corrections, ainsi que développement des tests unitaires associés, - Mise à jour du suivi quotidien, - Mise en place de la version en gestion de configuration et respect des bonnes pratiques de développement, - Responsable de la qualité des livrables logicielles et documentaires tout en respectant les délais et les charges.",Bac+5
" En qualité d'Expert Technique vous serez appelé à collaborer à plusieurs initiatives majeures de l’unité. Ce rôle exige une communication et une interaction avec les multiples clients internes et externes pour veiller à ce que chaque module interagisse adéquatement avec les autres. Le développeur doit également résoudre les problèmes et élaborer de nouvelles améliorations pour atteindre les résultats ciblés. Si vous avez de l’expérience en développement Web et êtes enthousiaste à l’idée de l’apprentissage continu, nous aimerions vous connaître.",Bac+4
" En qualité d'Expert Technique Java /J2EE Sénior vous serez appelé à collaborer à plusieurs initiatives majeures de l’unité. Ce rôle exige une communication et une interaction avec les multiples clients internes et externes pour veiller à ce que chaque module interagisse adéquatement avec les autres. Le développeur doit également résoudre les problèmes et élaborer de nouvelles améliorations pour atteindre les résultats ciblés. Si vous avez de l’expérience en développement Web et êtes enthousiaste à l’idée de l’apprentissage continu, nous aimerions vous connaître. - Fonctions et responsabilités Dans le cadre de sa mission, l’expert Java aura en charge : L’étude du besoin client Echange et participation aux ateliers avec le métier La rédaction des SFD Réalisation des chiffrages Réalisation des évolutions Accompagnement de l’équipe pour la montée en compétence Proposition de solutions et d’amélioration du périmètre. Assister le client sur les réunions de cadrage / ateliers de performance.",Bac+4
" Dans le cadre du développement de ses activités et l’élargissement de ses périmètres, CGI offre aujourd’hui la possibilité aux Développeurs Java/Angular de réaliser leurs aspirations professionnelles dans la ville ocre (Marrakech) Vous avez une passion pour les projets novateurs où vous exercez une influence sur l’orientation de la stratégie technique ? Ce poste est fait pour vous ! Fonctions et responsabilités En qualité de développeur FullStack Java/Angular, vous serez appelé à collaborer à la construction de notre nouveau système. Ce rôle exige une interaction avec les partenaires internes et externes pour faire aboutir les travaux attendus. Vous aurez comme responsabilités ce qui suit : • Participer activement aux rituels agile de l’équipe • Concevoir et développer les User Story assignées • Découvrir et documenter les exigences des clients • Participer aux différents cycle de vie du projet (tests, déploiement,…) • Participer à la mise au point d’éléments d’applications Web et Java conformément aux meilleures pratiques de l’équipe • Support N2/N3 sur le système construit",Bac+5
" Gestion des demandes fonctionnelles métier : Expertise en référence métier et collaboration avec les équipes techniques pour lesdemandes de fonctionnement (demandes d'assistance, de corrections ou de petites évolution) + gestion des priorités/escalation au niveau 3 (expertise technique) si nécessaireen coordination avec le métier, Coordination avec les équipes Qualité de Service des autres périmètres pour les demandes d'assistance si celles-ci sont hors périmètre, Pilotage portefeuille de demandes (suivi des avancements, reporting, création d’alertes, etc. Production d’indicateurs qualité et support/participation à différentes gouvernances (CSOF) Traiter les demandes d’habilitations via un logiciel d’un partenaires extérieurs + renouvellement de mots de passe ; Communication auprès des métiers en cas d'incidents majeurs Délivrables : Gestion des tickets sur les demandes d'assistances fonctionnelles au travers de Service Now (SILVA chez AXA), JIRA et excel, Enrichissement de la base de connaissance de l’équipe sous One note, Rapport d'activité : statistiques gestion des demandes via excel ou rapport Service Now.",Bac+5
" Responsabilités : Collaborer étroitement avec l'équipe de conception pour intégrer de manière précise et esthétique le nouveau design system basé sur l'Atomic Design. Utiliser HTML/CSS pour traduire les maquettes et wireframes en interfaces utilisateur interactives et réactives. Maîtriser l'utilisation de Vue.js et Vuetify pour créer des composants front-end dynamiques et modulaires. Assurer la qualité et la compatibilité multiplateforme des interfaces intégrées. Contribuer à l'évolution et à l'amélioration continue du design system.",Bac+4
" En tant que chef de projet PHP/Python, vos activités principales seront de : Piloter la maintenance corrective et évolutive d’applications développées en PHP et Python en s'assurant des bonnes pratiques Agile Accompagner et piloter la réalisation en s'assurant des bonnes pratiques Agile Assurer le respect des cérémonies (daily scrum, sprint planning, sprint review et sprint, retrospective) Faciliter le quotidien de l'équipe, tout en assurant la bonne collaboration inter équipe et relation avec les différents tiers Assurer le reporting projet et le suivi des métriques Communiquer, animer et piloter des réunions & des groupes de travail transverses, savoir gérer des situations d'alerte Effectuer l’assistance et le suivi de l’exploitation des applications en production Assurer l’assistance à maîtrise d’ouvrage sur les nouveaux besoins du périmètre Acquérir une connaissance fonctionnelle et technique sur la solution actuellement déployée sur le périmètre Participer à la conception et aux choix techniques devant être mis en œuvre dans le cadre des évolutions ou refonte d'applications Analyser et traduire des besoins fonctionnels, non fonctionnels et proposer des solutions Proposer des développements et des recommandations en tenant compte de l’architecture logicielle des SI en place Compétences techniques indispensables : Maitrise des langages/technologies : PHP / Python Symfony Maitrise des bases de données relationnelles MariaDB/MySQL Gestion de conf: Git Gitlab/CI Serait apprécié : Devops, Méthode Agile, Perl, Power Shell",Bac+5
" Dans le cadre d'une équipe jeune d'esprit et dynamique, vous aurez les missions suivantes : Anticiper, alerter et assurer le reporting vis-à-vis du client et de CGI Assurer et améliorer la productivité sur votre périmètre Valoriser votre périmètre en répondant aux différents enjeux du client et de CGI Garantir la continuité du service Rendre et assurer la qualité du service",Bac+5
" Required Skills: +7 years of development experience using .NET, XML, JSP or ASP, JavaScript or VB Script and Node.js; WSDL/SOAP/XML and REST/JSON, Swagger or equivalent Experience with an API management / gateway software Strong Object-Oriented development experience Expert Knowledge in ensuring Security and improving Performance for Web Entity Framework – Interfacing with Microsoft SQL Server",Bac+5
" En tant que Chef de projet AMOA polyvalent, vous serez responsable de la gestion et de la coordination des projets IT et digitaux, tout en ayant une bonne maîtrise des technologies et des outils de développement. Votre rôle consistera à piloter les projets IT, à challenger l'équipe de développement et à garantir la livraison des projets dans les délais et les normes de qualité attendues. Vos principales missions sont : Gérer l'ensemble du cycle de vie des projets IT, en veillant à leur réalisation dans les délais impartis ; Collaborer avec les parties prenantes internes et externes pour définir les exigences fonctionnelles et techniques des projets ; Assurer la coordination entre les différentes équipes de développement pour garantir une bonne collaboration et une communication efficace ; Piloter l'équipe de développement en fixant les objectifs, en attribuant les tâches et en assurant le suivi de leur réalisation ; Assurer la qualité du code et la conformité aux normes de développement en effectuant des revues de code régulières avec des partenaires externes ; Identifier les risques et mettre en place des mesures d'atténuation appropriées ; Veiller à ce que les projets respectent les principes de gestion de projet et les méthodologies agiles ; Utiliser les outils de gestion de projet pour suivre l'avancement des projets, gérer les problèmes et les dépendances, et générer des rapports ; Challenger l'équipe de développement en proposant des améliorations techniques, des optimisations et des solutions innovantes ; Assurer une veille technologique constante pour rester à jour avec les dernières tendances et les meilleures pratiques en matière de développement logiciel.",Bac+5
" En tant que Directeur des Systèmes d'Information et de la transformation digitale vous jouerez un rôle stratégique dans la définition et la mise en œuvre de notre vision technologique. Vos principales missions : Mettre en œuvre la transformation digitale de la ville de Casablanca, telle qu’elle a été déclinée dans le schéma directeur SI ; Piloter les projets et actions SI de Casablanca Prestations et ses entités depuis la budgétisation à la mise en œuvre. ; Proposer les programmes d’investissement de la fonction et élaborer les budgets selon les orientations de la Direction Générale ; Superviser les achats & les approvisionnements de la BU Casa Numeric ; Représenter la BU Casa Numeric auprès des différents partenaires ; Elaborer et mettre en œuvre les reporting nécessaires à la direction générale et aux différents partenaires ; Suivre avec l’appui de la PMO tous les projets internes à Casablanca Prestations et de la ville (SDTN) en s’assurant du respect des exigences en matière de coût, délai et qualité ; Contrôler, avec l’appui des entités en charge à Casablanca Prestations, la régularité et la conformité juridique des actes engagés par la BU ; Garantir la qualité des prestations rendues par la BU Casa Numeric à ses clients (internes ou externes) ; Piloter les projets de certification des activités de la BU ; Veiller à la mise en place des normes et standards de sécurité des SI ; Instaurer une culture de performance au sein de la BU ; Veiller au développement de ses collaborateurs.",Bac+5
" Vous rejoignez la Direction des Ressources Humaines et intégrez une équipe multi-sites qui travaille en collaboration avec notre Centre de Services Partagés basé aux Philippines et l’équipe basée en France. Fonctions et responsabilités : - Intervenir en support sur différents dossiers RH dès lors qu’une expertise liée à l’administration RH en France est nécessaire - Garantir le respect des normes et des procédures RH - Accompagner et collaborer avec notre Centre de Services Partagés dans l’exécution des tâches légales et administratives (contrats de travail, lettres événementielles, gestion des départs, etc.) - Gérer les absences",Bac+5
" Nous recrutons pour le compte de notre client, leader mondial de contenants personnalisables et réutilisables un Développeur Magento E-commerce : Descriptif du poste : Vous serez amené à prendre en charge l’amélioration et la maintenance de 3 sites Magento 2, mais également à développer des modules pour les plateformes e-commerce ( Magento, Shopify, WooCommerce, Prestashop). Dans ce sens, vos missions principales seront : - La création de module dans le parcours de conversion et en particulier sur la section shipping et cart. - La création de module sur la page produit. - L’intégration de design et de charte graphique. - Le Debug.",Bac+5
" Votre mission au sein de #TAQAMorocco : Rattaché(e) à la Direction Sécurité des Systèmes d'information et de la Digitalisation, votre mission consistera à : Proposer des méthodes de protection pour pallier les attaques des réseaux informatiques de l’entreprise. Analyser les failles de sécurité d’un système informatique et proposer des solutions pour le sécuriser. Vos principales attributions seront : Superviser et administrer en toute confidentialité les solutions du Security Operating Center (SOC). Détecter, analyser et qualifier les incidents, les menaces et les attaques cyber. Identifier leurs sources, leurs mécanismes et bloquer leur accès aux solutions existantes. Garantir l’analyse des différentes données informatiques. Réaliser les audits sécurité (organisationnels & techniques). Formaliser les procédures et processus sécurité conformément aux normes et standards en vigueur. Assurer le contrôle permanent, la veille sécurité, et le conseil. Rédiger des procédures de sécurité adaptées et sensibiliser aux enjeux de la sécurité du réseau, de la data et des systèmes informatiques. Veiller à leur application et à leur exploitabilité par tous les utilisateurs.",Bac+5
